trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,key,resp_value,leftright,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,2135.71283925,64071.38517749999,64071,2135.7,2136.3748545,64091.245635,64091,2136.366666666667,2138.4283235,64152.84970499999,64152,2138.4,1.647350848536007,1,2,6,2,2.0,2.0,b'NB_5_ShortA.png',2140.075674348536,64202.27023045607,64202,2140.0666666666666
2,2140.112681,64203.380430000005,64203,2140.1,2140.7747185,64223.24155499999,64223,2140.766666666667,2142.806658,64284.19974,64284,2142.8,1.325622739852406,3,1,3,1,2.0,2.0,b'HB_47_LongA.png',2144.1322807398524,64323.96842219557,64323,2144.1
3,2144.15218875,64324.5656625,64324,2144.133333333333,2144.8345677499997,64345.03703249999,64345,2144.8333333333335,2146.8893909999997,64406.68172999999,64406,2146.866666666667,3.252447279752232,3,2,6,2,2.0,2.0,b'HB_1_LongA.png',2150.141838279752,64504.255148392556,64504,2150.133333333333
4,2150.1804435,64505.413304999995,64505,2150.1666666666665,2150.7824689999998,64523.47407,64523,2150.766666666667,2152.813913,64584.41739,64584,2152.8,2.8765192991122603,3,1,3,1,2.0,2.0,b'HB_54_LongA.png',2155.690432299112,64670.71296897337,64670,2155.6666666666665
5,2155.71386025,64671.4158075,64671,2155.7,2156.35602175,64690.6806525,64690,2156.3333333333335,2158.38728425,64751.6185275,64751,2158.366666666667,1.5952214089920744,1,1,3,1,2.0,2.0,b'NB_12_ShortA.png',2159.982505658992,64799.475169769765,64799,2159.9666666666667
6,2160.0172625,64800.517875,64800,2160.0,2160.5791455,64817.374364999996,64817,2160.5666666666666,2162.60990425,64878.2971275,64878,2162.6,1.5407245997339487,3,2,6,2,2.0,2.0,b'HB_17_LongA.png',2164.150628849734,64924.51886549202,64924,2164.133333333333
7,2164.16621175,64924.9863525,64924,2164.133333333333,2164.768431,64943.05293,64943,2164.766666666667,2166.799101,65003.97303,65003,2166.766666666667,1.7311206919839606,2,1,3,1,2.0,2.0,b'SB_33_ShortA.png',2168.530221691984,65055.90665075952,65055,2168.5
8,2168.5365429999997,65056.096289999994,65056,2168.5333333333333,2169.1187125,65073.561375000005,65073,2169.1,2171.1498687499998,65134.496062499995,65134,2171.133333333333,0.5993895400315523,3,1,4,1,2.0,1.0,b'HB_53_ShortA.png',2171.7492582900313,65152.47774870094,65152,2171.733333333333
9,2171.7655234999997,65152.965704999995,65152,2171.733333333333,2172.387615,65171.628450000004,65171,2172.366666666667,2174.418914,65232.56741999999,65232,2174.4,1.766323569812812,2,2,6,2,2.0,2.0,b'SB_60_ShortA.png',2176.1852375698127,65285.55712709438,65285,2176.1666666666665
10,2176.209681,65286.290429999994,65286,2176.2,2176.8319845,65304.959535,65304,2176.8,2178.86270125,65365.8810375,65365,2178.8333333333335,3.327673835447058,3,1,3,1,2.0,2.0,b'HB_12_LongA.png',2182.190375085447,65465.711252563415,65465,2182.1666666666665
11,2182.2116565,65466.349695000004,65466,2182.2,2182.8337395,65485.012185,65485,2182.8333333333335,2184.864455,65545.93364999999,65545,2184.8333333333335,2.13147476001177,3,1,3,1,2.0,2.0,b'HB_43_ShortA.png',2186.9959297600117,65609.87789280034,65609,2186.9666666666667
12,2187.0189745,65610.56923499999,65610,2187.0,2187.66116325,65629.8348975,65629,2187.633333333333,2189.692154,65690.76462,65690,2189.6666666666665,1.5870162103092298,1,1,3,1,2.0,2.0,b'NB_4_LongA.png',2191.279170210309,65738.37510630928,65738,2191.266666666667
13,2191.28987375,65738.6962125,65738,2191.266666666667,2191.871788,65756.15364,65756,2191.866666666667,2193.9024692499997,65817.07407749999,65817,2193.9,2.7066262892913073,3,1,3,1,2.0,2.0,b'HB_36_LongA.png',2196.609095539291,65898.27286617873,65898,2196.6
14,2196.61843775,65898.55313249999,65898,2196.6,2197.280823,65918.42469,65918,2197.266666666667,2199.3115442499998,65979.3463275,65979,2199.3,2.7231054657604545,3,1,3,1,2.0,2.0,b'HB_14_LongA.png',2202.03464971576,66061.03949147281,66061,2202.0333333333333
15,2202.04822525,66061.4467575,66061,2202.0333333333333,2202.6703005,66080.109015,66080,2202.6666666666665,2204.7016034999997,66141.048105,66141,2204.7,1.5606623033527285,1,2,6,2,2.0,2.0,b'NB_23_ShortA.png',2206.2622658033524,66187.86797410058,66187,2206.233333333333
16,2206.274051,66188.22153,66188,2206.266666666667,2206.87631875,66206.2895625,66206,2206.866666666667,2208.9074075,66267.22222499999,66267,2208.9,2.077213684329763,3,2,6,2,2.0,2.0,b'HB_28_ShortA.png',2210.9846211843296,66329.53863552988,66329,2210.9666666666667
17,2210.99087275,66329.7261825,66329,2210.9666666666667,2211.63295325,66348.98859749999,66348,2211.6,2213.664339,66409.93016999999,66409,2213.633333333333,3.2366826019715518,3,1,4,1,2.0,1.0,b'HB_24_ShortA.png',2216.9010216019715,66507.03064805914,66507,2216.9
18,2216.9163909999997,66507.49173,66507,2216.9,2217.55884125,66526.7652375,66526,2217.5333333333333,2219.58960825,66587.6882475,66587,2219.5666666666666,2.0328026296338066,1,2,6,2,2.0,2.0,b'NB_25_ShortA.png',2221.6224108796337,66648.67232638902,66648,2221.6
