id,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Vstart_HZ,Vstart_bin,Vstart_regarded,stop_time,Vstop_HZ,Vstop_bin,Vstop_regarded,boundary1_time,boundary2_time,boundary3_time,stimCategory,Clip_name
0,0.05162175,1.5486525,1,0.03333333333333333,1.0680097499999999,32.04029249999999,32,1.0666666666666667,9.26665225,277.9995675,277,9.233333333333333,5.06800975,1.0680097499999999,1.0680097499999999,0,b'NB_13.mp4'
1,9.2741405,278.224215,278,9.266666666666667,10.20368575,306.1105725,306,10.2,18.2685155,548.055465,548,18.266666666666666,14.20368575,10.20368575,10.20368575,0,b'NB_22.mp4'
2,18.28268225,548.4804675,548,18.266666666666666,19.3085885,579.257655,579,19.3,27.342695,820.28085,820,27.333333333333332,23.3085885,19.3085885,19.3085885,0,b'NB_12.mp4'
3,27.35727875,820.7183625,820,27.333333333333332,28.294139249999997,848.8241774999999,848,28.266666666666666,36.45999825,1093.7999475,1093,36.43333333333333,33.823099,28.294139249999997,28.294139249999997,1,b'SB_2.mp4'
4,36.474816749999995,1094.2445025,1094,36.46666666666667,37.391395249999995,1121.7418575,1121,37.36666666666667,45.85564375,1375.6693125,1375,45.833333333333336,39.126582,40.7846985,42.274463,1,b'SB_26.mp4'
5,46.885710499999995,1406.571315,1406,46.86666666666667,47.828496,1434.85488,1434,47.8,55.127371249999996,1653.8211374999998,1653,55.1,51.5629035,47.828496,47.828496,1,b'SB_8.mp4'
6,55.143232749999996,1654.2969824999998,1654,55.13333333333333,56.14852,1684.4556,1684,56.13333333333333,64.14462925,1924.3388774999999,1924,64.13333333333334,60.14852,56.14852,56.14852,0,b'NB_19.mp4'
7,64.15927125,1924.7781375000002,1924,64.13333333333334,65.19261225,1955.7783674999998,1955,65.16666666666667,74.1231135,2223.693405,2223,74.1,68.02408325,69.80853725,65.19261225,1,b'SB_18.mp4'
8,74.13796549999999,2224.1389649999996,2224,74.13333333333334,75.12976524999999,2253.8929574999997,2253,75.1,83.19399924999999,2495.8199775,2495,83.16666666666667,79.12976524999999,75.12976524999999,75.12976524999999,2,b'HB_16.mp4'
9,83.20944125,2496.2832375,2496,83.2,84.15253299999999,2524.57599,2524,84.13333333333334,92.1184275,2763.5528249999998,2763,92.1,85.69477599999999,87.2671135,88.71269975,1,b'SB_27.mp4'
10,92.1336405,2764.009215,2764,92.13333333333334,93.07769574999999,2792.3308724999997,2792,93.06666666666666,101.06096774999999,3031.8290325,3031,101.03333333333333,97.07769574999999,93.07769574999999,93.07769574999999,0,b'NB_11.mp4'
11,118.75476375,3562.6429125,3562,118.73333333333333,119.83278125,3594.9834375,3594,119.8,127.76269174999999,3832.8807524999997,3832,127.73333333333333,123.83278125,119.83278125,119.83278125,0,b'NB_3.mp4'
12,127.77753974999999,3833.3261924999997,3833,127.76666666666667,128.73785025,3862.1355075,3862,128.73333333333332,136.67006625,4100.1019875,4100,136.66666666666666,131.43610875,132.98995474999998,128.73785025,1,b'SB_23.mp4'
13,136.68498075,4100.5494225,4100,136.66666666666666,137.63499299999998,4129.049789999999,4129,137.63333333333333,145.56757875,4367.0273625,4367,145.56666666666666,143.42252725,137.63499299999998,137.63499299999998,1,b'SB_9.mp4'
14,145.58317399999999,4367.49522,4367,145.56666666666666,146.66249725,4399.8749175,4399,146.63333333333333,154.292265,4628.7679499999995,4628,154.26666666666668,147.94627,150.46175025,146.66249725,1,b'SB_16.mp4'
15,154.30707875,4629.2123624999995,4629,154.3,155.23102425,4656.9307275,4656,155.2,163.29677125,4898.9031375,4898,163.26666666666668,159.23102425,158.4582825,161.495656,2,b'HB_15.mp4'
16,163.31157,4899.3471,4899,163.3,164.34460975,4930.3382925,4930,164.33333333333334,173.5104745,5205.314235,5205,173.5,165.416033,166.47969874999998,164.34460975,1,b'SB_22.mp4'
17,173.5253835,5205.761505,5205,173.5,174.49087799999998,5234.726339999999,5234,174.46666666666667,182.59545225,5477.8635675,5477,182.56666666666666,175.04254699999998,176.322856,178.07754275,1,b'SB_30.mp4'
18,195.124105,5853.72315,5853,195.1,196.08932374999998,5882.679712499999,5882,196.06666666666666,204.05357949999998,6121.607384999999,6121,204.03333333333333,200.08932374999998,196.08932374999998,196.08932374999998,2,b'HB_24.mp4'
19,204.0685325,6122.055975,6122,204.06666666666666,205.13363024999998,6154.0089075,6154,205.13333333333333,213.27886775,6398.3660325,6398,213.26666666666668,208.5605085,205.13363024999998,205.13363024999998,1,b'SB_14.mp4'
20,213.29380675,6398.8142025,6398,213.26666666666668,214.30384924999998,6429.1154774999995,6429,214.3,222.5689775,6677.0693249999995,6677,222.56666666666666,218.30384924999998,214.30384924999998,214.30384924999998,2,b'HB_27.mp4'
21,222.58390624999998,6677.5171875,6677,222.56666666666666,223.61286174999998,6708.3858525,6708,223.6,231.14378025,6934.3134075,6934,231.13333333333333,227.61286174999998,223.61286174999998,223.61286174999998,0,b'NB_15.mp4'
22,231.15986225,6934.7958675,6934,231.13333333333333,232.22888824999998,6966.866647499999,6966,232.2,240.49235274999998,7214.770582499999,7214,240.46666666666667,236.22888824999998,232.22888824999998,232.22888824999998,0,b'NB_10.mp4'
23,240.50835924999998,7215.2507774999995,7215,240.5,241.527359,7245.820769999999,7245,241.5,249.05832074999998,7471.7496224999995,7471,249.03333333333333,243.16229299999998,241.527359,241.527359,1,b'SB_3.mp4'
24,254.3064,7629.192,7629,254.3,255.27259725,7658.177917499999,7658,255.26666666666668,263.3725285,7901.1758549999995,7901,263.3666666666667,259.27259725,255.27259725,255.27259725,0,b'NB_17.mp4'
25,263.38802525,7901.6407575,7901,263.3666666666667,264.33030675,7929.909202499999,7929,264.3,272.36381324999996,8170.914397499999,8170,272.3333333333333,268.33030675,265.96804449999996,270.25744775,2,b'HB_12.mp4'
26,272.379189,8171.375669999999,8171,272.3666666666667,273.40432649999997,8202.129794999999,8202,273.4,281.335284,8440.05852,8440,281.3333333333333,277.40432649999997,273.40432649999997,273.40432649999997,0,b'NB_16.mp4'
27,281.35075374999997,8440.522612499999,8440,281.3333333333333,282.303366,8469.10098,8469,282.3,290.3320495,8709.961485,8709,290.3,286.303366,282.303366,282.303366,2,b'HB_28.mp4'
