trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,key,resp_value,leftright,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,2205.1475327499998,66154.42598249999,66154,2205.133333333333,2205.76412275,66172.9236825,66172,2205.733333333333,2207.7993994999997,66233.98198499999,66233,2207.766666666667,2.2469936250708997,2,1,4,1,2.0,1.0,b'SB_14_LongA.png',2210.0463931250706,66301.39179375212,66301,2210.0333333333333
2,2210.0557372499998,66301.6721175,66301,2210.0333333333333,2210.6222595,66318.667785,66318,2210.6,2212.6557104999997,66379.67131499999,66379,2212.633333333333,1.0255064646480605,1,1,3,1,2.0,2.0,b'NB_17_LongA.png',2213.681216964648,66410.43650893943,66410,2213.6666666666665
3,2213.6930565,66410.79169499999,66410,2213.6666666666665,2214.24292475,66427.2877425,66427,2214.233333333333,2216.27664475,66488.29934249999,66488,2216.266666666667,2.385574709973298,2,1,4,1,2.0,1.0,b'SB_44_LongA.png',2218.662219459973,66559.86658379919,66559,2218.633333333333
4,2218.6837674999997,66560.513025,66560,2218.6666666666665,2219.20038425,66576.0115275,66576,2219.2,2221.23405375,66637.0216125,66637,2221.233333333333,2.5714007085189223,3,2,3,1,1.0,2.0,b'HB_15_ShortA.png',2223.805454458519,66714.16363375557,66714,2223.8
5,2223.8085005,66714.25501499999,66714,2223.8,2224.29186875,66728.7560625,66728,2224.266666666667,2226.32547975,66789.7643925,66789,2226.3,1.9747558813542128,1,2,5,2,2.0,1.0,b'NB_5_LongA.png',2228.300235631354,66849.00706894063,66849,2228.3
6,2228.31057475,66849.3172425,66849,2228.3,2228.844178,66865.32534,66865,2228.8333333333335,2230.87744425,66926.3233275,66926,2230.866666666667,3.215439099818468,3,2,3,1,1.0,2.0,b'HB_31_LongA.png',2234.0928833498183,67022.78650049455,67022,2234.0666666666666
7,2234.0966922499997,67022.90076749999,67022,2234.0666666666666,2234.580027,67037.40080999999,67037,2234.5666666666666,2236.613565,67098.40695,67098,2236.6,2.317993236705661,1,2,6,2,2.0,2.0,b'NB_29_LongA.png',2238.9315582367058,67167.94674710117,67167,2238.9
8,2238.947844,67168.43531999999,67168,2238.9333333333334,2239.48093875,67184.4281625,67184,2239.4666666666667,2241.51461325,67245.4383975,67245,2241.5,2.2330561890266836,2,2,6,2,2.0,2.0,b'SB_18_LongA.png',2243.7476694390266,67312.4300831708,67312,2243.733333333333
9,2243.76263625,67312.8790875,67312,2243.733333333333,2244.32927375,67329.8782125,67329,2244.3,2246.36292775,67390.8878325,67390,2246.3333333333335,3.4985043352935463,1,2,6,2,2.0,2.0,b'NB_27_LongA.png',2249.8614320852935,67495.8429625588,67495,2249.8333333333335
10,2249.86516925,67495.9550775,67495,2249.8333333333335,2250.38184475,67511.45534249999,67511,2250.366666666667,2252.415306,67572.45917999999,67572,2252.4,2.1688432439696044,2,2,6,2,2.0,2.0,b'SB_37_LongA.png',2254.5841492439695,67637.52447731908,67637,2254.5666666666666
11,2254.5965515,67637.896545,67637,2254.5666666666666,2255.1464815,67654.394445,67654,2255.133333333333,2257.1800412499997,67715.40123749999,67715,2257.1666666666665,1.7853283799486235,2,1,3,1,2.0,2.0,b'SB_34_LongA.png',2258.9653696299483,67768.96108889845,67768,2258.9333333333334
12,2258.97404475,67769.2213425,67769,2258.9666666666667,2259.5073159999997,67785.21947999999,67785,2259.5,2261.5408359999997,67846.22507999999,67846,2261.5333333333333,2.005912674125284,2,1,3,1,2.0,2.0,b'SB_3_ShortA.png',2263.546748674125,67906.40246022375,67906,2263.5333333333333
13,2263.550291,67906.50873,67906,2263.5333333333333,2264.083569,67922.50706999999,67922,2264.0666666666666,2266.11706475,67983.5119425,67983,2266.1,2.522601034375839,2,1,3,1,2.0,2.0,b'SB_23_ShortA.png',2268.6396657843757,68059.18997353128,68059,2268.633333333333
14,2268.6499369999997,68059.49810999999,68059,2268.633333333333,2269.14985025,68074.49550749999,68074,2269.133333333333,2271.183477,68135.50431,68135,2271.1666666666665,2.6849764198996127,2,2,6,2,2.0,2.0,b'SB_9_LongA.png',2273.8684534198997,68216.05360259699,68216,2273.866666666667
15,2273.8826329999997,68216.47898999999,68216,2273.866666666667,2274.4659659999998,68233.97897999999,68233,2274.4333333333334,2276.4995492499997,68294.98647749999,68294,2276.4666666666667,1.1904026755364612,1,1,3,1,2.0,2.0,b'NB_3_ShortA.png',2277.689951925536,68330.69855776608,68330,2277.6666666666665
16,2277.7007985,68331.023955,68331,2277.7,2278.18415125,68345.5245375,68345,2278.1666666666665,2280.2178415,68406.53524499999,68406,2280.2,2.294140481739305,2,1,3,1,2.0,2.0,b'SB_50_LongA.png',2282.511981981739,68475.35945945217,68475,2282.5
17,2282.5273155,68475.819465,68475,2282.5,2283.11069375,68493.3208125,68493,2283.1,2285.144107,68554.32321,68554,2285.133333333333,2.383805812918581,2,1,3,1,2.0,2.0,b'SB_59_ShortA.png',2287.5279128129187,68625.83738438756,68625,2287.5
18,2287.5307844999998,68625.923535,68625,2287.5,2288.09745275,68642.92358249999,68642,2288.0666666666666,2290.1310245,68703.930735,68703,2290.1,2.784648116212338,3,1,6,2,1.0,2.0,b'HB_8_LongA.png',2292.9156726162123,68787.47017848637,68787,2292.9
19,2292.93254175,68787.9762525,68787,2292.9,2293.44926525,68803.4779575,68803,2293.4333333333334,2295.48280725,68864.4842175,68864,2295.4666666666667,2.4635695829056203,2,2,6,2,2.0,2.0,b'SB_1_LongA.png',2297.9463768329056,68938.39130498716,68938,2297.9333333333334
20,2297.9588412499998,68938.76523749999,68938,2297.9333333333334,2298.4420597499998,68953.2617925,68953,2298.4333333333334,2300.4756589999997,69014.26976999998,69014,2300.4666666666667,2.092101310612634,1,2,6,2,2.0,2.0,b'NB_27_ShortA.png',2302.5677603106124,69077.03280931836,69077,2302.5666666666666
21,2302.5716657499997,69077.14997249999,69077,2302.5666666666666,2303.05497875,69091.6493625,69091,2303.0333333333333,2305.08875175,69152.6625525,69152,2305.0666666666666,3.1814665666315705,3,1,6,2,1.0,2.0,b'HB_22_LongA.png',2308.2702183166316,69248.10654949895,69248,2308.266666666667
22,2308.277577,69248.32731,69248,2308.266666666667,2308.84416175,69265.3248525,69265,2308.8333333333335,2310.87780475,69326.3341425,69326,2310.866666666667,1.844033884233795,3,1,6,2,1.0,2.0,b'HB_4_LongA.png',2312.721838634234,69381.65515902701,69381,2312.7
