trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,stimuli_type,resp_value,old_new,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,1204.20122275,36126.036682499995,36126,1204.2,1204.7511057499999,36142.53317249999,36142,1204.7333333333333,1206.305204,36189.15612,36189,1206.3,3.786946331623767,2,1,2,2,2,3,b'SB_1_frameA.png',1210.0921503316238,36302.76450994871,36302,1210.0666666666666
2,1210.102103,36303.063089999996,36303,1210.1,1210.63532975,36319.0598925,36319,1210.6333333333334,1212.1697805,36365.093414999996,36365,1212.1666666666667,3.2071070741221774,2,0,6,1,2,2,b'SB_5_frameB_foil.png',1215.376887574122,36461.30662722366,36461,1215.3666666666666
3,1215.3947145,36461.841435,36461,1215.3666666666666,1215.8612807499999,36475.8384225,36475,1215.8333333333333,1217.41328525,36522.3985575,36522,1217.4,1.7313486964339972,1,0,7,1,2,3,b'NB_23_frameA_foil.png',1219.144633946434,36574.33901839302,36574,1219.1333333333334
4,1219.1528305,36574.584915,36574,1219.1333333333334,1219.61940125,36588.582037500004,36588,1219.6,1221.1542622499999,36634.6278675,36634,1221.1333333333334,0.5373028158719535,2,1,2,2,2,3,b'SB_2_frameA.png',1221.6915650658718,36650.74695197616,36650,1221.6666666666667
5,1221.696409,36650.89227,36650,1221.6666666666667,1222.24628125,36667.3884375,36667,1222.2333333333333,1223.7993655,36713.980965,36713,1223.7666666666667,0.4591455057961866,1,0,7,1,2,3,b'NB_3_frameA_foil.png',1224.2585110057962,36727.75533017389,36727,1224.2333333333333
6,1224.2674944999999,36728.024835,36728,1224.2666666666667,1224.86736725,36746.021017499996,36746,1224.8666666666666,1226.40226975,36792.0680925,36792,1226.4,0.0,1,1,1,0,1,0,b'NB_10_frameA.png',1226.40226975,36792.0680925,36792,1226.4
7,1227.8254729999999,36834.764189999994,36834,1227.8,1228.3087154999998,36849.261464999996,36849,1228.3,1229.84306825,36895.2920475,36895,1229.8333333333333,1.5813025284514879,3,1,6,1,1,2,b'HB_8_frameB.png',1231.4243707784515,36942.731123353544,36942,1231.4
8,1231.43219825,36942.9659475,36942,1231.4,1231.9987425,36959.962275,36959,1231.9666666666667,1233.5324262499998,37005.972787499995,37005,1233.5,2.7391399191037635,1,1,2,2,2,3,b'NB_19_frameB.png',1236.2715661691036,37088.14698507311,37088,1236.2666666666667
9,1236.27900675,37088.3702025,37088,1236.2666666666667,1236.762242,37102.86726,37102,1236.7333333333333,1238.296226,37148.88678,37148,1238.2666666666667,2.2297691820931504,3,0,2,2,1,3,b'HB_4_frameB_foil.png',1240.525995182093,37215.779855462795,37215,1240.5
10,1240.5317155,37215.951465,37215,1240.5,1241.06490225,37231.9470675,37231,1241.0333333333333,1242.5986865,37277.960595,37277,1242.5666666666666,0.1502228733515949,3,1,2,2,2,3,b'HB_7_frameB.png',1242.7489093733516,37282.467281200545,37282,1242.7333333333333
11,1242.7637155,37282.911465,37282,1242.7333333333333,1243.28027475,37298.4082425,37298,1243.2666666666667,1244.815013,37344.45039,37344,1244.8,0.8802009810096934,3,1,2,2,2,3,b'HB_6_frameA.png',1245.6952139810096,37370.85641943029,37370,1245.6666666666667
12,1245.7135524999999,37371.40657499999,37371,1245.7,1246.2300989999999,37386.902969999996,37386,1246.2,1247.7639374999999,37432.918125,37432,1247.7333333333333,0.9550784531820682,2,0,6,1,2,2,b'SB_5_frameB_foil.png',1248.719015953182,37461.57047859546,37461,1248.7
13,1248.73226775,37461.96803249999,37461,1248.7,1249.1988314999999,37475.964945,37475,1249.1666666666667,1250.73318475,37521.9955425,37521,1250.7,3.1106232005986385,2,1,2,2,2,3,b'SB_2_frameB.png',1253.8438079505986,37615.31423851796,37615,1253.8333333333333
14,1253.8596949999999,37615.79085,37615,1253.8333333333333,1254.3762467499998,37631.2874025,37631,1254.3666666666666,1255.9100732499999,37677.302197499994,37677,1255.9,0.7237839796289336,2,0,2,2,1,3,b'SB_6_frameA_foil.png',1256.6338572296288,37699.01571688886,37699,1256.6333333333334
15,1256.65023625,37699.5070875,37699,1256.6333333333334,1257.1168075,37713.504225000004,37713,1257.1,1258.651251,37759.53753,37759,1258.6333333333334,0.8799191368379979,3,1,2,2,2,3,b'HB_4_frameB.png',1259.531170136838,37785.93510410514,37785,1259.5
16,1259.541011,37786.23033,37786,1259.5333333333333,1260.0909115,37802.727345,37802,1260.0666666666666,1261.62487625,37848.7462875,37848,1261.6,1.1058944677206455,3,0,7,1,2,3,b'HB_6_frameB_foil.png',1262.7307707177206,37881.92312153162,37881,1262.7
