trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,key,resp_value,leftright,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,2105.7358222499997,63172.07466749999,63172,2105.733333333333,2106.3177525,63189.532575000005,63189,2106.3,2108.3718205,63251.154615,63251,2108.366666666667,2.640449716161129,1,2,6,2,2.0,2.0,b'NB_8_ShortA.png',2111.012270216161,63330.368106484835,63330,2111.0
2,2111.056512,63331.695360000005,63331,2111.0333333333333,2111.67861375,63350.3584125,63350,2111.6666666666665,2113.70961025,63411.2883075,63411,2113.7,1.5620567118417057,2,1,3,1,2.0,2.0,b'SB_3_ShortA.png',2115.2716669618417,63458.15000885525,63458,2115.266666666667
3,2115.29836975,63458.9510925,63458,2115.266666666667,2115.86028975,63475.8086925,63475,2115.8333333333335,2117.8913405,63536.740215,63536,2117.866666666667,0.48295597753440234,1,1,3,1,2.0,2.0,b'NB_18_ShortA.png',2118.3742964775342,63551.22889432603,63551,2118.366666666667
4,2118.4031805,63552.095414999996,63552,2118.4,2119.06574375,63571.972312499995,63571,2119.0333333333333,2121.0967312499997,63632.90193749999,63632,2121.0666666666666,3.3747238838186604,3,2,6,2,2.0,2.0,b'HB_45_ShortA.png',2124.4714551338184,63734.14365401455,63734,2124.4666666666667
5,2124.482614,63734.47842,63734,2124.4666666666667,2125.145141,63754.35423,63754,2125.133333333333,2127.1994405,63815.983215,63815,2127.1666666666665,1.6965931011668545,3,2,6,2,2.0,2.0,b'HB_52_ShortA.png',2128.896033601167,63866.88100803501,63866,2128.866666666667
6,2128.92753575,63867.8260725,63867,2128.9,2129.509485,63885.284550000004,63885,2129.5,2131.5408964999997,63946.22689499999,63946,2131.5333333333333,1.6031142255324085,3,1,6,2,1.0,2.0,b'HB_55_LongA.png',2133.144010725532,63994.32032176596,63994,2133.133333333333
7,2133.160479,63994.81437000001,63994,2133.133333333333,2133.74259525,64012.2778575,64012,2133.733333333333,2135.773904,64073.21712,64073,2135.766666666667,1.0915478868782884,1,1,3,1,2.0,2.0,b'NB_27_ShortA.png',2136.8654518868784,64105.96355660635,64105,2136.8333333333335
8,2136.8887035,64106.66110499999,64106,2136.866666666667,2137.5510295,64126.530885,64126,2137.5333333333333,2139.58198175,64187.4594525,64187,2139.5666666666666,1.7220551265263566,1,1,3,1,2.0,2.0,b'NB_6_LongA.png',2141.3040368765264,64239.121106295795,64239,2141.3
9,2141.32556875,64239.7670625,64239,2141.3,2141.907738,64257.23213999999,64257,2141.9,2143.9382742499997,64318.148227499994,64318,2143.9333333333334,1.519176828253876,2,1,3,1,2.0,2.0,b'SB_44_ShortA.png',2145.4574510782536,64363.723532347605,64363,2145.4333333333334
10,2145.478313,64364.34939,64364,2145.4666666666667,2146.10063025,64383.0189075,64383,2146.1,2148.1313382499998,64443.94014749999,64443,2148.1,2.1219211566858576,1,1,3,1,2.0,2.0,b'NB_7_LongA.png',2150.2532594066856,64507.597782200566,64507,2150.233333333333
11,2150.26821225,64508.0463675,64508,2150.266666666667,2150.89034575,64526.710372500005,64526,2150.866666666667,2152.92129075,64587.6387225,64587,2152.9,2.0313398460525605,3,2,3,1,1.0,2.0,b'HB_42_LongA.png',2154.9526305960526,64648.578917881576,64648,2154.9333333333334
12,2154.96842975,64649.052892499996,64649,2154.9666666666667,2155.550316,64666.50947999999,64666,2155.5333333333333,2157.5810315,64727.430945,64727,2157.5666666666666,3.0873654683177847,3,2,3,1,1.0,2.0,b'HB_12_LongA.png',2160.6683969683177,64820.05190904953,64820,2160.6666666666665
13,2160.6845869999997,64820.53760999999,64820,2160.6666666666665,2161.2868175,64838.604524999995,64838,2161.266666666667,2163.3181557499997,64899.54467249999,64899,2163.3,2.5633544154666197,3,1,6,2,1.0,2.0,b'HB_54_ShortA.png',2165.8815101654664,64976.44530496399,64976,2165.866666666667
14,2165.89122375,64976.736712499995,64976,2165.866666666667,2166.5336052499997,64996.00815749999,64996,2166.5333333333333,2168.5642332499997,65056.92699749999,65056,2168.5333333333333,2.2244608262617476,3,2,6,2,2.0,2.0,b'HB_6_ShortA.png',2170.7886940762614,65123.66082228784,65123,2170.766666666667
15,2170.811413,65124.34239,65124,2170.8,2171.433719,65143.01157,65143,2171.4333333333334,2173.46504125,65203.9512375,65203,2173.4333333333334,2.3323316133651133,1,2,6,2,2.0,2.0,b'NB_19_ShortA.png',2175.797372863365,65273.92118590095,65273,2175.766666666667
