trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,stimuli_type,resp_value,old_new,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,1124.5368315,33736.104945,33736,1124.5333333333333,1125.08680375,33752.6041125,33752,1125.0666666666666,1126.6219899999999,33798.6597,33798,1126.6,1.6332888931501657,2,0,7,1,2,3,b'SB_1_frameB_foil.png',1128.25527889315,33847.6583667945,33847,1128.2333333333333
2,1128.2668925,33848.006775,33848,1128.2666666666667,1128.7833985,33863.501955,33863,1128.7666666666667,1130.3170025,33909.510075,33909,1130.3,2.2845681502949446,1,1,3,2,2,2,b'NB_27_frameB.png',1132.601570650295,33978.04711950885,33978,1132.6
3,1132.62506825,33978.7520475,33978,1132.6,1133.09159325,33992.7477975,33992,1133.0666666666666,1134.6251915,34038.755745,34038,1134.6,1.6828007120639086,3,1,3,2,2,2,b'HB_1_frameA.png',1136.307992212064,34089.23976636192,34089,1136.3
4,1136.3166247499998,34089.49874249999,34089,1136.3,1136.8831627499999,34106.494882499996,34106,1136.8666666666666,1138.416704,34152.50112,34152,1138.4,2.491732299560681,1,0,6,1,2,2,b'NB_15_frameA_foil.png',1140.9084362995607,34227.25308898682,34227,1140.9
5,1140.91750375,34227.5251125,34227,1140.9,1141.46749375,34244.0248125,34244,1141.4666666666667,1143.0012345,34290.037035,34290,1143.0,1.732952824095264,3,1,3,2,2,2,b'HB_2_frameA.png',1144.7341873240953,34342.02561972286,34342,1144.7333333333333
6,1144.7449315,34342.347944999994,34342,1144.7333333333333,1145.26191075,34357.8573225,34357,1145.2333333333333,1146.795089,34403.85267,34403,1146.7666666666667,2.722789908759296,3,0,6,1,2,2,b'HB_2_frameB_foil.png',1149.5178789087593,34485.53636726278,34485,1149.5
7,1149.5352135,34486.056405,34486,1149.5333333333333,1150.06851625,34502.055487499994,34502,1150.0666666666666,1151.60210025,34548.0630075,34548,1151.6,0.3386124779935926,1,0,6,1,2,2,b'NB_10_frameB_foil.png',1151.9407127279935,34558.22138183981,34558,1151.9333333333334
8,1151.945642,34558.36926,34558,1151.9333333333334,1152.44554125,34573.3662375,34573,1152.4333333333334,1153.979091,34619.372729999995,34619,1153.9666666666667,1.0534299365244806,3,1,2,2,2,3,b'HB_6_frameA.png',1155.0325209365244,34650.97562809573,34650,1155.0
9,1155.0387805,34651.163415,34651,1155.0333333333333,1155.555265,34666.65795,34666,1155.5333333333333,1157.088915,34712.66745,34712,1157.0666666666666,2.400998573517427,1,1,3,2,2,2,b'NB_13_frameB.png',1159.4899135735175,34784.69740720552,34784,1159.4666666666667
10,1159.4975487499999,34784.92646249999,34784,1159.4666666666667,1159.98090375,34799.427112499994,34799,1159.9666666666667,1161.5146275,34845.438825,34845,1161.5,1.2199718337506056,1,1,2,2,2,3,b'NB_12_frameA.png',1162.7345993337506,34882.037980012516,34882,1162.7333333333333
11,1162.750147,34882.50441,34882,1162.7333333333333,1163.2667975,34898.003925,34898,1163.2666666666667,1164.80036075,34944.0108225,34944,1164.8,0.8923827009275556,3,0,7,1,2,3,b'HB_8_frameA_foil.png',1165.6927434509275,34970.78230352783,34970,1165.6666666666667
12,1165.7081715,34971.245145,34971,1165.7,1166.2581727499999,34987.745182499995,34987,1166.2333333333333,1167.791725,35033.75175,35033,1167.7666666666667,-0.7951388184446841,1,1,2,2,2,3,b'NB_4_frameA.png',1166.9965861815554,35009.89758544666,35009,1166.9666666666667
13,1167.014676,35010.44028,35010,1167.0,1167.514611,35025.438330000004,35025,1167.5,1169.04837225,35071.4511675,35071,1169.0333333333333,2.10017635114491,2,0,7,1,2,3,b'SB_7_frameA_foil.png',1171.148548601145,35134.45645803435,35134,1171.1333333333334
14,1171.158492,35134.75476,35134,1171.1333333333334,1171.64177225,35149.2531675,35149,1171.6333333333334,1173.175328,35195.25984,35195,1173.1666666666667,-1.0281107190530747,1,0,7,1,2,3,b'NB_19_frameA_foil.png',1172.147217280947,35164.41651842841,35164,1172.1333333333334
