trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,stimuli_type,resp_value,old_new,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,1246.263355,37387.90065,37387,1246.2333333333333,1246.8452625,37405.357875,37405,1246.8333333333333,1248.404585,37452.13755,37452,1248.4,0.0,2,0,1,0,1,0,b'SB_5_frameB_foil.png',1248.404585,37452.13755,37452,1248.4
2,1250.2927495,37508.782484999996,37508,1250.2666666666667,1250.8947859999998,37526.84357999999,37526,1250.8666666666666,1252.423128,37572.69384,37572,1252.4,0.0,3,0,1,0,1,0,b'HB_2_frameB_foil.png',1252.423128,37572.69384,37572,1252.4
3,1253.3152949999999,37599.458849999995,37599,1253.3,1253.917355,37617.52065,37617,1253.9,1255.4463672499999,37663.3910175,37663,1255.4333333333334,0.0,3,0,1,0,1,0,b'HB_5_frameB_foil.png',1255.4463672499999,37663.3910175,37663,1255.4333333333334
4,1257.0065204999999,37710.195615,37710,1257.0,1257.60855375,37728.2566125,37728,1257.6,1259.136977,37774.10931,37774,1259.1333333333334,0.503599290488637,1,0,6,1,2,2,b'NB_25_frameA_foil.png',1259.6405762904885,37789.21728871466,37789,1259.6333333333334
5,1259.670144,37790.10432,37790,1259.6666666666667,1260.2322339999998,37806.96702,37806,1260.2,1261.783591,37853.50773,37853,1261.7666666666667,0.0,3,1,1,0,1,0,b'HB_1_frameB.png',1261.783591,37853.50773,37853,1261.7666666666667
6,1260.98948525,37829.6845575,37829,1260.9666666666667,1261.55169775,37846.550932499995,37846,1261.5333333333333,1263.07999025,37892.3997075,37892,1263.0666666666666,0.3477377030358184,1,1,4,2,2,1,b'NB_1_frameB.png',1263.4277279530359,37902.831838591075,37902,1263.4
7,1263.4403125,37903.209375,37903,1263.4333333333334,1264.0423624999999,37921.270874999995,37921,1264.0333333333333,1265.5702147499999,37967.10644249999,37967,1265.5666666666666,0.7574944085645257,1,0,5,1,2,1,b'NB_21_frameA_foil.png',1266.3277091585644,37989.83127475693,37989,1266.3
8,1266.335238,37990.05714,37990,1266.3333333333333,1266.93741125,38008.1223375,38008,1266.9333333333334,1268.4654524999999,38053.963574999994,38053,1268.4333333333334,0.5689532156393398,3,1,4,2,2,1,b'HB_2_frameA.png',1269.0344057156392,38071.032171469175,38071,1269.0333333333333
9,1269.0468652499999,38071.4059575,38071,1269.0333333333333,1269.6286372499999,38088.8591175,38088,1269.6,1271.1567284999999,38134.701855,38134,1271.1333333333334,2.07243588269921,3,0,5,1,2,1,b'HB_1_frameA_foil.png',1273.229164382699,38196.874931480976,38196,1273.2
10,1273.28217675,38198.4653025,38198,1273.2666666666667,1273.86412425,38215.9237275,38215,1273.8333333333333,1275.39229925,38261.768977499996,38261,1275.3666666666666,1.9353814404894365,1,0,5,1,2,1,b'NB_4_frameB_foil.png',1277.3276806904894,38319.83042071468,38319,1277.3
