trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,stimuli_type,resp_value,old_new,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,1347.3374462499999,40420.123387499996,40420,1347.3333333333333,1347.887448,40436.623439999996,40436,1347.8666666666666,1349.42355425,40482.7066275,40482,1349.4,1.5138120605843142,2,0,6,1,2,2,b'SB_8_frameB_foil.png',1350.9373663105844,40528.12098931753,40528,1350.9333333333334
2,1350.95517425,40528.6552275,40528,1350.9333333333334,1351.47178825,40544.153647499996,40544,1351.4666666666667,1353.0055849999999,40590.16755,40590,1353.0,1.1374267201172188,1,0,6,1,2,2,b'NB_29_frameA_foil.png',1354.143011720117,40624.290351603515,40624,1354.1333333333334
3,1354.150803,40624.52409,40624,1354.1333333333334,1354.70069175,40641.0207525,40641,1354.7,1356.2343254999998,40687.02976499999,40687,1356.2333333333333,1.373067697742954,3,1,3,2,2,2,b'HB_6_frameA.png',1357.6073931977428,40728.22179593228,40728,1357.6
4,1357.628876,40728.86628,40728,1357.6,1358.14551125,40744.3653375,40744,1358.1333333333334,1359.6790549999998,40790.371649999994,40790,1359.6666666666667,1.5390730443177745,2,1,3,2,2,2,b'SB_1_frameA.png',1361.2181280443176,40836.54384132953,40836,1361.2
5,1361.22710825,40836.813247499995,40836,1361.2,1361.743731,40852.31193,40852,1361.7333333333333,1363.277541,40898.32623,40898,1363.2666666666667,0.0,3,1,1,0,1,0,b'HB_5_frameB.png',1363.277541,40898.32623,40898,1363.2666666666667
6,1364.78290325,40943.487097499994,40943,1364.7666666666667,1365.2998599999999,40958.9958,40958,1365.2666666666667,1366.8332149999999,41004.99645,41004,1366.8,1.962512764846906,1,1,3,2,2,2,b'NB_29_frameB.png',1368.7957277648468,41063.871832945406,41063,1368.7666666666667
7,1368.8093085,41064.279255,41064,1368.8,1369.3257724999999,41079.773174999995,41079,1369.3,1370.8593575,41125.780725,41125,1370.8333333333333,1.883429219480604,3,1,3,2,2,2,b'HB_1_frameB.png',1372.7427867194806,41182.283601584415,41182,1372.7333333333333
8,1372.7444355,41182.333065,41182,1372.7333333333333,1373.27801475,41198.3404425,41198,1373.2666666666667,1374.81150525,41244.3451575,41244,1374.8,1.5214442567666993,2,1,3,2,2,2,b'SB_1_frameB.png',1376.3329495067667,41289.988485203,41289,1376.3
9,1376.34148125,41290.2444375,41290,1376.3333333333333,1376.87475675,41306.2427025,41306,1376.8666666666666,1378.40852625,41352.2557875,41352,1378.4,0.7999666222603992,1,0,6,1,2,2,b'NB_21_frameA_foil.png',1379.2084928722604,41376.25478616781,41376,1379.2
10,1379.2129237499998,41376.38771249999,41376,1379.2,1379.6961445,41390.884334999995,41390,1379.6666666666667,1381.2297545,41436.892635,41436,1381.2,1.6834146907785907,2,1,3,2,2,2,b'SB_8_frameB.png',1382.9131691907785,41487.395075723354,41487,1382.9
