trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,stimuli_type,resp_value,old_new,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,1241.1388117499998,37234.164352499996,37234,1241.1333333333334,1241.688707,37250.66121,37250,1241.6666666666667,1243.2496475,37297.489425,37297,1243.2333333333333,1.1802172036259435,3,1,2,2,2,3,b'HB_4_frameB.png',1244.429864703626,37332.89594110878,37332,1244.4
2,1244.441339,37333.24017,37333,1244.4333333333334,1245.024553,37350.73659,37350,1245.0,1246.55932025,37396.7796075,37396,1246.5333333333333,1.3559646389912814,1,0,7,1,2,3,b'NB_18_frameB_foil.png',1247.9152848889912,37437.45854666974,37437,1247.9
3,1247.946439,37438.39317,37438,1247.9333333333334,1248.49632025,37454.8896075,37454,1248.4666666666667,1250.048421,37501.45263,37501,1250.0333333333333,1.7605947289266624,2,1,3,2,2,2,b'SB_7_frameA.png',1251.8090157289266,37554.2704718678,37554,1251.8
4,1251.8329475,37554.988425,37554,1251.8,1252.31614175,37569.4842525,37569,1252.3,1253.868005,37616.04015,37616,1253.8666666666666,1.4835296689416282,1,1,2,2,2,3,b'NB_5_frameB.png',1255.3515346689417,37660.54604006825,37660,1255.3333333333333
5,1255.3627525,37660.882574999996,37660,1255.3333333333333,1255.829319,37674.87957,37674,1255.8,1257.38488625,37721.54658749999,37721,1257.3666666666666,1.4182074317359366,1,0,7,1,2,3,b'NB_12_frameB_foil.png',1258.8030936817358,37764.09281045207,37764,1258.8
6,1258.8246465,37764.739395,37764,1258.8,1259.40783275,37782.2349825,37782,1259.4,1260.94221775,37828.2665325,37828,1260.9333333333334,1.448070318554528,3,0,7,1,2,3,b'HB_2_frameB_foil.png',1262.3902880685546,37871.708642056634,37871,1262.3666666666666
7,1262.3991475,37871.974425,37871,1262.3666666666666,1262.9823495,37889.470485,37889,1262.9666666666667,1264.5172355,37935.517065,37935,1264.5,1.2479075385490432,2,1,3,2,2,2,b'SB_1_frameA.png',1265.765143038549,37972.95429115647,37972,1265.7333333333333
8,1265.77875675,37973.3627025,37973,1265.7666666666667,1266.36197675,37990.8593025,37990,1266.3333333333333,1267.895793,38036.87379,38036,1267.8666666666666,1.458908534492366,2,1,4,2,2,1,b'SB_5_frameA.png',1269.3547015344923,38080.64104603477,38080,1269.3333333333333
9,1269.36540375,38080.9621125,38080,1269.3333333333333,1269.88196275,38096.458882499996,38096,1269.8666666666666,1271.4153872499999,38142.4616175,38142,1271.4,1.6930582477943972,2,1,3,2,2,2,b'SB_2_frameB.png',1273.1084454977943,38193.25336493383,38193,1273.1
10,1273.11632225,38193.4896675,38193,1273.1,1273.5995142499999,38207.985427499996,38207,1273.5666666666666,1275.1335655,38254.006965,38254,1275.1333333333334,1.099682079453487,3,1,3,2,2,2,b'HB_3_frameA.png',1276.2332475794535,38286.997427383605,38286,1276.2
11,1276.2385205,38287.155615,38287,1276.2333333333333,1276.721749,38301.65247,38301,1276.7,1278.25526825,38347.6580475,38347,1278.2333333333333,1.392863592831418,3,1,3,2,2,2,b'HB_5_frameA.png',1279.6481318428314,38389.44395528494,38389,1279.6333333333334
12,1279.6574732499998,38389.72419749999,38389,1279.6333333333334,1280.1906425,38405.719274999996,38405,1280.1666666666667,1281.725439,38451.76317,38451,1281.7,1.435208054841496,1,0,7,1,2,3,b'NB_9_frameA_foil.png',1283.1606470548415,38494.81941164524,38494,1283.1333333333334
13,1283.1789092499998,38495.367277499994,38495,1283.1666666666667,1283.695469,38510.86407,38510,1283.6666666666667,1285.22906675,38556.8720025,38556,1285.2,1.7244271907838993,3,1,2,2,2,3,b'HB_2_frameA.png',1286.9534939407838,38608.60481822352,38608,1286.9333333333334
14,1286.964556,38608.93668,38608,1286.9333333333334,1287.4644295,38623.932885,38623,1287.4333333333334,1288.9991364999998,38669.974095,38669,1288.9666666666667,1.4937584606232122,1,0,7,1,2,3,b'NB_17_frameA_foil.png',1290.492894960623,38714.786848818694,38714,1290.4666666666667
15,1290.50147825,38715.0443475,38715,1290.5,1291.01804825,38730.5414475,38730,1291.0,1292.55274825,38776.5824475,38776,1292.5333333333333,1.314933143730741,1,0,6,1,2,2,b'NB_2_frameB_foil.png',1293.8676813937307,38816.03044181192,38816,1293.8666666666666
16,1293.883533,38816.50599,38816,1293.8666666666666,1294.3667692499998,38831.0030775,38831,1294.3666666666666,1295.90106275,38877.0318825,38877,1295.9,1.471060101117473,2,0,5,1,2,1,b'SB_1_frameB_foil.png',1297.3721228511174,38921.163685533524,38921,1297.3666666666666
17,1297.38347875,38921.504362499996,38921,1297.3666666666666,1297.9167115,38937.501345,38937,1297.9,1299.4512365,38983.537095,38983,1299.4333333333334,1.6039101661881432,2,0,6,1,2,2,b'SB_2_frameB_foil.png',1301.0551466661882,39031.654399985644,39031,1301.0333333333333
18,1301.073034,39032.19102,39032,1301.0666666666666,1301.5729254999999,39047.187764999995,39047,1301.5666666666666,1303.10717075,39093.2151225,39093,1303.1,1.1466876302147284,2,1,3,2,2,2,b'SB_8_frameA.png',1304.2538583802148,39127.61575140644,39127,1304.2333333333333
19,1304.26809375,39128.042812499996,39128,1304.2666666666667,1304.73466775,39142.0400325,39142,1304.7333333333333,1306.26836125,39188.0508375,39188,1306.2666666666667,1.3928180923103355,3,1,2,2,2,3,b'HB_5_frameB.png',1307.6611793423103,39229.83538026931,39229,1307.6333333333334
20,1307.67843275,39230.3529825,39230,1307.6666666666667,1308.2283029999999,39246.849089999996,39246,1308.2,1309.762937,39292.88811,39292,1309.7333333333333,1.5444682681700215,2,0,6,1,2,2,b'SB_9_frameA_foil.png',1311.30740526817,39339.2221580451,39339,1311.3
21,1311.31802825,39339.5408475,39339,1311.3,1311.78460225,39353.5380675,39353,1311.7666666666667,1313.3194067499999,39399.582202499994,39399,1313.3,1.8051747977733612,3,0,6,1,2,2,b'HB_6_frameB_foil.png',1315.1245815477732,39453.737446433195,39453,1315.1
22,1315.13243425,39453.9730275,39453,1315.1,1315.59899925,39467.9699775,39467,1315.5666666666666,1317.133846,39514.01538,39514,1317.1333333333334,1.2605476833996363,3,1,2,2,2,3,b'HB_1_frameA.png',1318.3943936833996,39551.831810501986,39551,1318.3666666666666
23,1318.399379,39551.98137,39551,1318.3666666666666,1318.93260375,39567.9781125,39567,1318.9,1320.4668155,39614.004465,39614,1320.4666666666667,1.5619269207236357,3,0,7,1,2,3,b'HB_4_frameA_foil.png',1322.0287424207236,39660.86227262171,39660,1322.0
24,1322.0384199999999,39661.152599999994,39661,1322.0333333333333,1322.6383027499999,39679.14908249999,39679,1322.6333333333334,1324.172255,39725.167649999996,39725,1324.1666666666667,1.692915594088845,2,0,6,1,2,2,b'SB_5_frameA_foil.png',1325.8651705940888,39775.95511782266,39775,1325.8333333333333
25,1325.8821329999998,39776.46399,39776,1325.8666666666666,1326.48201475,39794.4604425,39794,1326.4666666666667,1328.016966,39840.50898,39840,1328.0,1.3032799701904878,1,1,2,2,2,3,b'NB_16_frameA.png',1329.3202459701904,39879.60737910571,39879,1329.3
26,1329.32838275,39879.8514825,39879,1329.3,1329.7949549999998,39893.84864999999,39893,1329.7666666666667,1331.32962925,39939.888877499994,39939,1331.3,1.0213591809151694,2,0,5,1,2,1,b'SB_5_frameB_foil.png',1332.350988430915,39970.52965292745,39970,1332.3333333333333
