trial_num,fixcross_time,fixation_HZ,fixation_bin,fixation_regarded,start_time,Fstart_HZ,Fstart_bin,Fstart_regarded,stop_time,Fstop_HZ,Fstop_bin,Fstop_regarded,RT,boundary_type,key,resp_value,leftright,accuracy,confidence,frameName,response_time,response_HZ,response_bin,response_regarded
1,1990.39750975,59711.9252925,59711,1990.3666666666666,1990.9142092499999,59727.426277499995,59727,1990.9,1992.94821725,59788.4465175,59788,1992.9333333333334,2.3051519286818802,3,2,2,1,1.0,3.0,b'HB_37_LongA.png',1995.2533691786819,59857.60107536046,59857,1995.2333333333333
2,1995.2792184999998,59858.376554999995,59858,1995.2666666666667,1995.8625487499999,59875.8764625,59875,1995.8333333333333,1997.8960687499998,59936.88206249999,59936,1997.8666666666666,0.9265895753633231,2,2,6,2,2.0,2.0,b'SB_28_LongA.png',1998.8226583253631,59964.67974976089,59964,1998.8
3,1998.8323437499998,59964.970312499994,59964,1998.8,1999.365607,59980.96821,59980,1999.3333333333333,2001.399193,60041.97579,60041,2001.3666666666666,4.151623875601217,2,1,7,2,1.0,3.0,b'SB_7_ShortA.png',2005.5508168756012,60166.52450626803,60166,2005.5333333333333
4,2005.5621537499999,60166.864612499994,60166,2005.5333333333333,2006.1121329999999,60183.36399,60183,2006.1,2008.1456054999999,60244.36816499999,60244,2008.1333333333334,4.0940536223351955,1,1,2,1,2.0,3.0,b'NB_25_LongA.png',2012.239659122335,60367.18977367005,60367,2012.2333333333333
5,2012.2467565,60367.402695,60367,2012.2333333333333,2012.74669475,60382.4008425,60382,2012.7333333333333,2014.780256,60443.407680000004,60443,2014.7666666666667,2.0230832912493497,1,1,2,1,2.0,3.0,b'NB_9_ShortA.png',2016.8033392912494,60504.100178737484,60504,2016.8
6,2016.818421,60504.55263,60504,2016.8,2017.335175,60520.05525,60520,2017.3333333333333,2019.3683635,60581.050905,60581,2019.3666666666666,2.3688863017596304,2,1,6,2,1.0,2.0,b'SB_44_LongA.png',2021.7372498017596,60652.117494052785,60652,2021.7333333333333
7,2021.745671,60652.370129999996,60652,2021.7333333333333,2022.228946,60666.86838,60666,2022.2,2024.262581,60727.87743,60727,2024.2333333333333,2.6946467645466328,1,2,7,2,2.0,3.0,b'NB_28_ShortA.png',2026.9572277645466,60808.7168329364,60808,2026.9333333333334
8,2026.9616374999998,60808.84912499999,60808,2026.9333333333334,2027.5115979999998,60825.34793999999,60825,2027.5,2029.54521725,60886.3565175,60886,2029.5333333333333,2.957029708661139,2,1,6,2,1.0,2.0,b'SB_34_LongA.png',2032.502246958661,60975.06740875983,60975,2032.5
9,2032.518816,60975.56448,60975,2032.5,2033.052111,60991.56333,60991,2033.0333333333333,2035.0857287499998,61052.57186249999,61052,2035.0666666666666,3.101791595108807,1,2,6,2,2.0,2.0,b'NB_26_ShortA.png',2038.1875203451086,61145.62561035326,61145,2038.1666666666667
10,2038.1976822499998,61145.930467499995,61145,2038.1666666666667,2038.7476582499999,61162.4297475,61162,2038.7333333333333,2040.78117725,61223.4353175,61223,2040.7666666666667,1.3769566772971302,2,2,7,2,2.0,3.0,b'SB_22_ShortA.png',2042.158133927297,61264.74401781891,61264,2042.1333333333334
